"Date","Day","State","County","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-29,0,"Alabama","Baldwin",15,1,223234,0.00006719,0.00000448
2020-03-30,1,"Alabama","Baldwin",18,1,223234,0.00008063,0.00000448
2020-03-31,2,"Alabama","Baldwin",19,1,223234,0.00008511,0.00000448
2020-04-01,3,"Alabama","Baldwin",20,1,223234,0.00008959,0.00000448
2020-04-02,4,"Alabama","Baldwin",24,1,223234,0.00010751,0.00000448
2020-04-03,5,"Alabama","Baldwin",28,1,223234,0.00012543,0.00000448
2020-03-29,0,"Alabama","Chambers",27,3,33254,0.00081193,0.00009021
2020-03-30,1,"Alabama","Chambers",33,3,33254,0.00099236,0.00009021
2020-03-31,2,"Alabama","Chambers",36,4,33254,0.00108258,0.00012029
2020-04-01,3,"Alabama","Chambers",42,4,33254,0.00126301,0.00012029
2020-04-02,4,"Alabama","Chambers",67,4,33254,0.0020148,0.00012029
2020-04-03,5,"Alabama","Chambers",80,5,33254,0.00240573,0.00015036
2020-04-01,0,"Alabama","Cullman",9,1,83768,0.00010744,0.00001194
2020-04-02,1,"Alabama","Cullman",9,1,83768,0.00010744,0.00001194
2020-04-03,2,"Alabama","Cullman",15,1,83768,0.00017907,0.00001194
2020-04-01,0,"Alabama","Etowah",10,1,102268,0.00009778,0.00000978
2020-04-02,1,"Alabama","Etowah",13,1,102268,0.00012712,0.00000978
2020-04-03,2,"Alabama","Etowah",19,2,102268,0.00018579,0.00001956
2020-04-03,0,"Alabama","Houston",12,1,105882,0.00011333,0.00000944
2020-03-25,0,"Alabama","Jackson",2,1,51626,0.00003874,0.00001937
2020-03-26,1,"Alabama","Jackson",4,1,51626,0.00007748,0.00001937
2020-03-27,2,"Alabama","Jackson",4,1,51626,0.00007748,0.00001937
2020-03-28,3,"Alabama","Jackson",5,1,51626,0.00009685,0.00001937
2020-03-29,4,"Alabama","Jackson",5,1,51626,0.00009685,0.00001937
2020-03-30,5,"Alabama","Jackson",5,1,51626,0.00009685,0.00001937
2020-03-31,6,"Alabama","Jackson",8,1,51626,0.00015496,0.00001937
2020-04-01,7,"Alabama","Jackson",8,1,51626,0.00015496,0.00001937
2020-04-02,8,"Alabama","Jackson",9,1,51626,0.00017433,0.00001937
2020-04-03,9,"Alabama","Jackson",12,1,51626,0.00023244,0.00001937
2020-04-01,0,"Alabama","Jefferson",292,4,658573,0.00044338,0.00000607
2020-04-02,1,"Alabama","Jefferson",314,4,658573,0.00047679,0.00000607
2020-04-03,2,"Alabama","Jefferson",351,6,658573,0.00053297,0.00000911
2020-03-27,0,"Alabama","Lauderdale",9,1,92729,0.00009706,0.00001078
2020-03-28,1,"Alabama","Lauderdale",12,1,92729,0.00012941,0.00001078
2020-03-29,2,"Alabama","Lauderdale",12,1,92729,0.00012941,0.00001078
2020-03-30,3,"Alabama","Lauderdale",12,1,92729,0.00012941,0.00001078
2020-03-31,4,"Alabama","Lauderdale",12,1,92729,0.00012941,0.00001078
2020-04-01,5,"Alabama","Lauderdale",12,1,92729,0.00012941,0.00001078
2020-04-02,6,"Alabama","Lauderdale",14,1,92729,0.00015098,0.00001078
2020-04-03,7,"Alabama","Lauderdale",14,2,92729,0.00015098,0.00002157
2020-03-29,0,"Alabama","Lee",59,2,164542,0.00035857,0.00001215
2020-03-30,1,"Alabama","Lee",71,2,164542,0.0004315,0.00001215
2020-03-31,2,"Alabama","Lee",75,2,164542,0.00045581,0.00001215
2020-04-01,3,"Alabama","Lee",81,2,164542,0.00049228,0.00001215
2020-04-02,4,"Alabama","Lee",91,2,164542,0.00055305,0.00001215
2020-04-03,5,"Alabama","Lee",99,3,164542,0.00060167,0.00001823
2020-03-27,0,"Alabama","Madison",47,1,372909,0.00012604,0.00000268
2020-03-28,1,"Alabama","Madison",62,1,372909,0.00016626,0.00000268
2020-03-29,2,"Alabama","Madison",79,1,372909,0.00021185,0.00000268
2020-03-30,3,"Alabama","Madison",91,1,372909,0.00024403,0.00000268
2020-03-31,4,"Alabama","Madison",99,1,372909,0.00026548,0.00000268
2020-04-01,5,"Alabama","Madison",105,1,372909,0.00028157,0.00000268
2020-04-02,6,"Alabama","Madison",114,1,372909,0.0003057,0.00000268
2020-04-03,7,"Alabama","Madison",121,1,372909,0.00032448,0.00000268
2020-04-01,0,"Alabama","Marion",9,2,29709,0.00030294,0.00006732
2020-04-02,1,"Alabama","Marion",11,2,29709,0.00037026,0.00006732
2020-04-03,2,"Alabama","Marion",16,2,29709,0.00053856,0.00006732
2020-03-27,0,"Alabama","Mobile",23,1,413210,0.00005566,0.00000242
2020-03-28,1,"Alabama","Mobile",29,1,413210,0.00007018,0.00000242
2020-03-29,2,"Alabama","Mobile",40,1,413210,0.0000968,0.00000242
2020-03-30,3,"Alabama","Mobile",44,1,413210,0.00010648,0.00000242
2020-03-31,4,"Alabama","Mobile",52,1,413210,0.00012584,0.00000242
2020-04-01,5,"Alabama","Mobile",56,3,413210,0.00013552,0.00000726
2020-04-02,6,"Alabama","Mobile",67,3,413210,0.00016215,0.00000726
2020-04-03,7,"Alabama","Mobile",103,5,413210,0.00024927,0.0000121
2020-03-31,0,"Alabama","Montgomery",29,1,226486,0.00012804,0.00000442
2020-04-01,1,"Alabama","Montgomery",35,1,226486,0.00015453,0.00000442
2020-04-02,2,"Alabama","Montgomery",45,1,226486,0.00019869,0.00000442
2020-04-03,3,"Alabama","Montgomery",59,1,226486,0.0002605,0.00000442
2020-04-03,0,"Alabama","Randolph",10,1,22722,0.0004401,0.00004401
2020-03-31,0,"Alabama","Shelby",88,2,217702,0.00040422,0.00000919
2020-04-01,1,"Alabama","Shelby",88,3,217702,0.00040422,0.00001378
2020-04-02,2,"Alabama","Shelby",98,3,217702,0.00045016,0.00001378
2020-04-03,3,"Alabama","Shelby",109,4,217702,0.00050068,0.00001837
2020-03-31,0,"Alabama","Tallapoosa",12,1,40367,0.00029727,0.00002477
2020-04-01,1,"Alabama","Tallapoosa",13,1,40367,0.00032205,0.00002477
2020-04-02,2,"Alabama","Tallapoosa",17,1,40367,0.00042114,0.00002477
2020-04-03,3,"Alabama","Tallapoosa",19,1,40367,0.00047068,0.00002477
2020-04-01,0,"Alabama","Washington",3,1,16326,0.00018376,0.00006125
2020-04-02,1,"Alabama","Washington",3,1,16326,0.00018376,0.00006125
2020-04-03,2,"Alabama","Washington",5,1,16326,0.00030626,0.00006125
2020-03-28,0,"Alaska","Anchorage",43,1,288000,0.00014931,0.00000347
2020-03-29,1,"Alaska","Anchorage",54,1,288000,0.0001875,0.00000347
2020-03-30,2,"Alaska","Anchorage",59,1,288000,0.00020486,0.00000347
2020-03-31,3,"Alaska","Anchorage",61,1,288000,0.00021181,0.00000347
2020-04-01,4,"Alaska","Anchorage",65,1,288000,0.00022569,0.00000347
2020-04-02,5,"Alaska","Anchorage",67,1,288000,0.00023264,0.00000347
2020-04-03,6,"Alaska","Anchorage",73,1,288000,0.00025347,0.00000347
2020-03-25,0,"Arizona","Coconino",23,1,143476,0.00016031,0.00000697
2020-03-26,1,"Arizona","Coconino",28,1,143476,0.00019515,0.00000697
2020-03-27,2,"Arizona","Coconino",41,2,143476,0.00028576,0.00001394
2020-03-28,3,"Arizona","Coconino",56,2,143476,0.00039031,0.00001394
2020-03-29,4,"Arizona","Coconino",62,2,143476,0.00043213,0.00001394
2020-03-30,5,"Arizona","Coconino",71,2,143476,0.00049486,0.00001394
2020-03-31,6,"Arizona","Coconino",81,2,143476,0.00056455,0.00001394
2020-04-01,7,"Arizona","Coconino",117,2,143476,0.00081547,0.00001394
2020-04-02,8,"Arizona","Coconino",146,5,143476,0.00101759,0.00003485
2020-04-03,9,"Arizona","Coconino",175,5,143476,0.00121972,0.00003485
2020-03-21,0,"Arizona","Maricopa",49,1,4485414,0.00001092,0.00000022
2020-03-22,1,"Arizona","Maricopa",81,2,4485414,0.00001806,0.00000045
2020-03-23,2,"Arizona","Maricopa",139,2,4485414,0.00003099,0.00000045
2020-03-24,3,"Arizona","Maricopa",199,2,4485414,0.00004437,0.00000045
2020-03-25,4,"Arizona","Maricopa",251,2,4485414,0.00005596,0.00000045
2020-03-26,5,"Arizona","Maricopa",299,2,4485414,0.00006666,0.00000045
2020-03-27,6,"Arizona","Maricopa",399,5,4485414,0.00008895,0.00000111
2020-03-28,7,"Arizona","Maricopa",454,5,4485414,0.00010122,0.00000111
2020-03-29,8,"Arizona","Maricopa",545,5,4485414,0.0001215,0.00000111
2020-03-30,9,"Arizona","Maricopa",690,5,4485414,0.00015383,0.00000111
2020-03-31,10,"Arizona","Maricopa",788,5,4485414,0.00017568,0.00000111
2020-04-01,11,"Arizona","Maricopa",871,5,4485414,0.00019418,0.00000111
2020-04-02,12,"Arizona","Maricopa",961,12,4485414,0.00021425,0.00000268
2020-04-03,13,"Arizona","Maricopa",1049,12,4485414,0.00023387,0.00000268
2020-04-02,0,"Arizona","Navajo",198,1,110924,0.00178501,0.00000902
2020-04-03,1,"Arizona","Navajo",245,1,110924,0.00220872,0.00000902
2020-03-24,0,"Arizona","Pima",42,1,1047279,0.0000401,0.00000095
2020-03-25,1,"Arizona","Pima",49,1,1047279,0.00004679,0.00000095
2020-03-26,2,"Arizona","Pima",75,1,1047279,0.00007161,0.00000095
2020-03-27,3,"Arizona","Pima",102,4,1047279,0.0000974,0.00000382
2020-03-28,4,"Arizona","Pima",120,4,1047279,0.00011458,0.00000382
2020-03-29,5,"Arizona","Pima",153,4,1047279,0.00014609,0.00000382
2020-03-30,6,"Arizona","Pima",187,4,1047279,0.00017856,0.00000382
2020-03-31,7,"Arizona","Pima",202,4,1047279,0.00019288,0.00000382
2020-04-01,8,"Arizona","Pima",217,4,1047279,0.0002072,0.00000382
2020-04-02,9,"Arizona","Pima",237,11,1047279,0.0002263,0.0000105
2020-04-03,10,"Arizona","Pima",280,11,1047279,0.00026736,0.0000105
2020-03-24,0,"Arkansas","Cleburne",32,1,24919,0.00128416,0.00004013
2020-03-25,1,"Arkansas","Cleburne",40,1,24919,0.0016052,0.00004013
2020-03-26,2,"Arkansas","Cleburne",47,1,24919,0.00188611,0.00004013
2020-03-27,3,"Arkansas","Cleburne",49,1,24919,0.00196637,0.00004013
2020-03-28,4,"Arkansas","Cleburne",50,1,24919,0.0020065,0.00004013
2020-03-29,5,"Arkansas","Cleburne",50,1,24919,0.0020065,0.00004013
2020-03-30,6,"Arkansas","Cleburne",56,1,24919,0.00224728,0.00004013
2020-03-31,7,"Arkansas","Cleburne",61,1,24919,0.00244793,0.00004013
2020-04-01,8,"Arkansas","Cleburne",62,2,24919,0.00248806,0.00008026
2020-04-02,9,"Arkansas","Cleburne",63,2,24919,0.00252819,0.00008026
2020-04-03,10,"Arkansas","Cleburne",64,2,24919,0.00256832,0.00008026
2020-03-30,0,"Arkansas","Conway",1,1,20846,0.00004797,0.00004797
2020-03-31,1,"Arkansas","Conway",1,1,20846,0.00004797,0.00004797
2020-04-01,2,"Arkansas","Conway",1,1,20846,0.00004797,0.00004797
2020-04-02,3,"Arkansas","Conway",1,1,20846,0.00004797,0.00004797
2020-04-03,4,"Arkansas","Conway",1,1,20846,0.00004797,0.00004797
2020-03-30,0,"Arkansas","Faulkner",30,1,126007,0.00023808,0.00000794
2020-03-31,1,"Arkansas","Faulkner",36,1,126007,0.0002857,0.00000794
2020-04-01,2,"Arkansas","Faulkner",36,1,126007,0.0002857,0.00000794
2020-04-02,3,"Arkansas","Faulkner",37,1,126007,0.00029363,0.00000794
2020-04-03,4,"Arkansas","Faulkner",40,1,126007,0.00031744,0.00000794
2020-03-30,0,"Arkansas","Pulaski",94,2,391911,0.00023985,0.0000051
2020-03-31,1,"Arkansas","Pulaski",102,2,391911,0.00026026,0.0000051
2020-04-01,2,"Arkansas","Pulaski",107,2,391911,0.00027302,0.0000051
2020-04-02,3,"Arkansas","Pulaski",115,2,391911,0.00029343,0.0000051
2020-04-03,4,"Arkansas","Pulaski",130,2,391911,0.00033171,0.0000051
2020-03-24,0,"Arkansas","Unassigned",13,1,0,Inf,Inf
2020-03-25,1,"Arkansas","Unassigned",20,1,0,Inf,Inf
2020-03-26,2,"Arkansas","Unassigned",24,1,0,Inf,Inf
2020-03-27,3,"Arkansas","Unassigned",35,2,0,Inf,Inf
2020-03-28,4,"Arkansas","Unassigned",32,4,0,Inf,Inf
2020-03-29,5,"Arkansas","Unassigned",31,5,0,Inf,Inf
2020-03-30,6,"Arkansas","Unassigned",49,2,0,Inf,Inf
2020-03-31,7,"Arkansas","Unassigned",34,3,0,Inf,Inf
2020-04-01,8,"Arkansas","Unassigned",44,4,0,Inf,Inf
2020-04-02,9,"Arkansas","Unassigned",43,6,0,Inf,Inf
2020-04-03,10,"Arkansas","Unassigned",47,6,0,Inf,Inf
2020-03-23,0,"California","Alameda",118,1,1671329,0.0000706,0.0000006
2020-03-24,1,"California","Alameda",135,2,1671329,0.00008077,0.0000012
2020-03-25,2,"California","Alameda",135,2,1671329,0.00008077,0.0000012
2020-03-26,3,"California","Alameda",178,4,1671329,0.0001065,0.00000239
2020-03-27,4,"California","Alameda",220,4,1671329,0.00013163,0.00000239
2020-03-28,5,"California","Alameda",220,4,1671329,0.00013163,0.00000239
2020-03-29,6,"California","Alameda",270,6,1671329,0.00016155,0.00000359
2020-03-30,7,"California","Alameda",283,7,1671329,0.00016933,0.00000419
2020-03-31,8,"California","Alameda",313,7,1671329,0.00018728,0.00000419
2020-04-01,9,"California","Alameda",313,7,1671329,0.00018728,0.00000419
2020-04-02,10,"California","Alameda",359,8,1671329,0.0002148,0.00000479
2020-04-03,11,"California","Alameda",443,12,1671329,0.00026506,0.00000718
2020-03-20,0,"California","Contra Costa",46,1,1153526,0.00003988,0.00000087
2020-03-21,1,"California","Contra Costa",51,1,1153526,0.00004421,0.00000087
2020-03-22,2,"California","Contra Costa",61,1,1153526,0.00005288,0.00000087
2020-03-23,3,"California","Contra Costa",71,1,1153526,0.00006155,0.00000087
2020-03-24,4,"California","Contra Costa",86,1,1153526,0.00007455,0.00000087
2020-03-25,5,"California","Contra Costa",108,1,1153526,0.00009363,0.00000087
2020-03-26,6,"California","Contra Costa",131,1,1153526,0.00011356,0.00000087
2020-03-27,7,"California","Contra Costa",147,1,1153526,0.00012744,0.00000087
2020-03-28,8,"California","Contra Costa",168,2,1153526,0.00014564,0.00000173
2020-03-29,9,"California","Contra Costa",168,3,1153526,0.00014564,0.0000026
2020-03-30,10,"California","Contra Costa",187,3,1153526,0.00016211,0.0000026
2020-03-31,11,"California","Contra Costa",212,3,1153526,0.00018378,0.0000026
2020-04-01,12,"California","Contra Costa",249,3,1153526,0.00021586,0.0000026
2020-04-02,13,"California","Contra Costa",250,3,1153526,0.00021673,0.0000026
2020-04-03,14,"California","Contra Costa",307,3,1153526,0.00026614,0.0000026
2020-04-02,0,"California","Imperial",43,1,181215,0.00023729,0.00000552
2020-04-03,1,"California","Imperial",52,1,181215,0.00028695,0.00000552
2020-03-27,0,"California","Kern",33,1,900202,0.00003666,0.00000111
2020-03-28,1,"California","Kern",47,1,900202,0.00005221,0.00000111
2020-03-29,2,"California","Kern",51,1,900202,0.00005665,0.00000111
2020-03-30,3,"California","Kern",60,1,900202,0.00006665,0.00000111
2020-03-31,4,"California","Kern",83,1,900202,0.0000922,0.00000111
2020-04-01,5,"California","Kern",110,1,900202,0.00012219,0.00000111
2020-04-02,6,"California","Kern",142,1,900202,0.00015774,0.00000111
2020-04-03,7,"California","Kern",173,2,900202,0.00019218,0.00000222
2020-03-11,0,"California","Los Angeles",27,1,10039107,0.00000269,0.0000001
2020-03-12,1,"California","Los Angeles",32,1,10039107,0.00000319,0.0000001
2020-03-13,2,"California","Los Angeles",40,1,10039107,0.00000398,0.0000001
2020-03-14,3,"California","Los Angeles",53,1,10039107,0.00000528,0.0000001
2020-03-15,4,"California","Los Angeles",53,1,10039107,0.00000528,0.0000001
2020-03-16,5,"California","Los Angeles",94,1,10039107,0.00000936,0.0000001
2020-03-17,6,"California","Los Angeles",144,1,10039107,0.00001434,0.0000001
2020-03-18,7,"California","Los Angeles",190,1,10039107,0.00001893,0.0000001
2020-03-19,8,"California","Los Angeles",231,2,10039107,0.00002301,0.0000002
2020-03-20,9,"California","Los Angeles",292,2,10039107,0.00002909,0.0000002
2020-03-21,10,"California","Los Angeles",292,2,10039107,0.00002909,0.0000002
2020-03-22,11,"California","Los Angeles",407,5,10039107,0.00004054,0.0000005
2020-03-23,12,"California","Los Angeles",536,7,10039107,0.00005339,0.0000007
2020-03-24,13,"California","Los Angeles",662,11,10039107,0.00006594,0.0000011
2020-03-25,14,"California","Los Angeles",812,13,10039107,0.00008088,0.00000129
2020-03-26,15,"California","Los Angeles",1229,21,10039107,0.00012242,0.00000209
2020-03-27,16,"California","Los Angeles",1465,26,10039107,0.00014593,0.00000259
2020-03-28,17,"California","Los Angeles",1465,26,10039107,0.00014593,0.00000259
2020-03-29,18,"California","Los Angeles",1829,32,10039107,0.00018219,0.00000319
2020-03-30,19,"California","Los Angeles",2474,44,10039107,0.00024644,0.00000438
2020-03-31,20,"California","Los Angeles",3019,54,10039107,0.00030072,0.00000538
2020-04-01,21,"California","Los Angeles",3518,64,10039107,0.00035043,0.00000638
2020-04-02,22,"California","Los Angeles",4045,78,10039107,0.00040292,0.00000777
2020-04-03,23,"California","Los Angeles",4566,89,10039107,0.00045482,0.00000887
2020-03-28,0,"California","Madera",11,1,157327,0.00006992,0.00000636
2020-03-29,1,"California","Madera",15,1,157327,0.00009534,0.00000636
2020-03-30,2,"California","Madera",18,1,157327,0.00011441,0.00000636
2020-03-31,3,"California","Madera",21,1,157327,0.00013348,0.00000636
2020-04-01,4,"California","Madera",23,1,157327,0.00014619,0.00000636
2020-04-02,5,"California","Madera",25,1,157327,0.0001589,0.00000636
2020-04-03,6,"California","Madera",28,1,157327,0.00017797,0.00000636
2020-03-28,0,"California","Marin",68,1,258826,0.00026272,0.00000386
2020-03-29,1,"California","Marin",74,1,258826,0.00028591,0.00000386
2020-03-30,2,"California","Marin",93,1,258826,0.00035931,0.00000386
2020-03-31,3,"California","Marin",99,4,258826,0.0003825,0.00001545
2020-04-01,4,"California","Marin",107,4,258826,0.00041341,0.00001545
2020-04-02,5,"California","Marin",108,6,258826,0.00041727,0.00002318
2020-04-03,6,"California","Marin",118,6,258826,0.0004559,0.00002318
2020-04-01,0,"California","Mono",13,1,14444,0.00090003,0.00006923
2020-04-02,1,"California","Mono",18,1,14444,0.00124619,0.00006923
2020-04-03,2,"California","Mono",18,1,14444,0.00124619,0.00006923
2020-03-21,0,"California","Monterey",11,1,434061,0.00002534,0.0000023
2020-03-22,1,"California","Monterey",11,1,434061,0.00002534,0.0000023
2020-03-23,2,"California","Monterey",14,1,434061,0.00003225,0.0000023
2020-03-24,3,"California","Monterey",20,1,434061,0.00004608,0.0000023
2020-03-25,4,"California","Monterey",24,1,434061,0.00005529,0.0000023
2020-03-26,5,"California","Monterey",24,1,434061,0.00005529,0.0000023
2020-03-27,6,"California","Monterey",24,1,434061,0.00005529,0.0000023
2020-03-28,7,"California","Monterey",32,1,434061,0.00007372,0.0000023
2020-03-29,8,"California","Monterey",36,1,434061,0.00008294,0.0000023
2020-03-30,9,"California","Monterey",36,1,434061,0.00008294,0.0000023
2020-03-31,10,"California","Monterey",40,1,434061,0.00009215,0.0000023
2020-04-01,11,"California","Monterey",42,1,434061,0.00009676,0.0000023
2020-04-02,12,"California","Monterey",48,2,434061,0.00011058,0.00000461
2020-04-03,13,"California","Monterey",53,2,434061,0.0001221,0.00000461
2020-04-02,0,"California","Napa",18,1,137744,0.00013068,0.00000726
2020-04-03,1,"California","Napa",18,1,137744,0.00013068,0.00000726
2020-03-25,0,"California","Orange",187,1,3175692,0.00005888,0.00000031
2020-03-26,1,"California","Orange",256,1,3175692,0.00008061,0.00000031
2020-03-27,2,"California","Orange",321,3,3175692,0.00010108,0.00000094
2020-03-28,3,"California","Orange",403,4,3175692,0.0001269,0.00000126
2020-03-29,4,"California","Orange",431,4,3175692,0.00013572,0.00000126
2020-03-30,5,"California","Orange",464,4,3175692,0.00014611,0.00000126
2020-03-31,6,"California","Orange",502,7,3175692,0.00015808,0.0000022
2020-04-01,7,"California","Orange",606,10,3175692,0.00019082,0.00000315
2020-04-02,8,"California","Orange",656,13,3175692,0.00020657,0.00000409
2020-04-03,9,"California","Orange",711,13,3175692,0.00022389,0.00000409
2020-03-04,0,"California","Placer",2,1,398329,0.00000502,0.00000251
2020-03-05,1,"California","Placer",2,1,398329,0.00000502,0.00000251
2020-03-06,2,"California","Placer",5,1,398329,0.00001255,0.00000251
2020-03-07,3,"California","Placer",5,1,398329,0.00001255,0.00000251
2020-03-08,4,"California","Placer",5,1,398329,0.00001255,0.00000251
2020-03-09,5,"California","Placer",7,1,398329,0.00001757,0.00000251
2020-03-10,6,"California","Placer",7,1,398329,0.00001757,0.00000251
2020-03-11,7,"California","Placer",7,1,398329,0.00001757,0.00000251
2020-03-12,8,"California","Placer",7,1,398329,0.00001757,0.00000251
2020-03-13,9,"California","Placer",4,1,398329,0.00001004,0.00000251
2020-03-14,10,"California","Placer",7,1,398329,0.00001757,0.00000251
2020-03-15,11,"California","Placer",5,1,398329,0.00001255,0.00000251
2020-03-16,12,"California","Placer",5,1,398329,0.00001255,0.00000251
2020-03-17,13,"California","Placer",5,1,398329,0.00001255,0.00000251
2020-03-18,14,"California","Placer",9,1,398329,0.00002259,0.00000251
2020-03-19,15,"California","Placer",9,1,398329,0.00002259,0.00000251
2020-03-20,16,"California","Placer",9,1,398329,0.00002259,0.00000251
2020-03-21,17,"California","Placer",9,1,398329,0.00002259,0.00000251
2020-03-22,18,"California","Placer",12,1,398329,0.00003013,0.00000251
2020-03-23,19,"California","Placer",12,1,398329,0.00003013,0.00000251
2020-03-24,20,"California","Placer",20,1,398329,0.00005021,0.00000251
2020-03-25,21,"California","Placer",30,1,398329,0.00007531,0.00000251
2020-03-26,22,"California","Placer",30,1,398329,0.00007531,0.00000251
2020-03-27,23,"California","Placer",30,1,398329,0.00007531,0.00000251
2020-03-28,24,"California","Placer",41,1,398329,0.00010293,0.00000251
2020-03-29,25,"California","Placer",53,2,398329,0.00013306,0.00000502
2020-03-30,26,"California","Placer",53,2,398329,0.00013306,0.00000502
2020-03-31,27,"California","Placer",57,2,398329,0.0001431,0.00000502
2020-04-01,28,"California","Placer",78,2,398329,0.00019582,0.00000502
2020-04-02,29,"California","Placer",90,2,398329,0.00022594,0.00000502
2020-04-03,30,"California","Placer",97,2,398329,0.00024352,0.00000502
2020-03-17,0,"California","Riverside",15,3,2470546,0.00000607,0.00000121
2020-03-18,1,"California","Riverside",16,3,2470546,0.00000648,0.00000121
2020-03-19,2,"California","Riverside",22,3,2470546,0.0000089,0.00000121
2020-03-20,3,"California","Riverside",28,4,2470546,0.00001133,0.00000162
2020-03-21,4,"California","Riverside",28,4,2470546,0.00001133,0.00000162
2020-03-22,5,"California","Riverside",29,6,2470546,0.00001174,0.00000243
2020-03-23,6,"California","Riverside",46,6,2470546,0.00001862,0.00000243
2020-03-24,7,"California","Riverside",57,6,2470546,0.00002307,0.00000243
2020-03-25,8,"California","Riverside",68,7,2470546,0.00002752,0.00000283
2020-03-26,9,"California","Riverside",105,8,2470546,0.0000425,0.00000324
2020-03-27,10,"California","Riverside",149,8,2470546,0.00006031,0.00000324
2020-03-28,11,"California","Riverside",183,8,2470546,0.00007407,0.00000324
2020-03-29,12,"California","Riverside",195,8,2470546,0.00007893,0.00000324
2020-03-30,13,"California","Riverside",291,9,2470546,0.00011779,0.00000364
2020-03-31,14,"California","Riverside",371,13,2470546,0.00015017,0.00000526
2020-04-01,15,"California","Riverside",371,13,2470546,0.00015017,0.00000526
2020-04-02,16,"California","Riverside",493,14,2470546,0.00019955,0.00000567
2020-04-03,17,"California","Riverside",493,14,2470546,0.00019955,0.00000567
2020-03-11,0,"California","Sacramento",11,1,1552058,0.00000709,0.00000064
2020-03-12,1,"California","Sacramento",17,1,1552058,0.00001095,0.00000064
2020-03-13,2,"California","Sacramento",17,1,1552058,0.00001095,0.00000064
2020-03-15,4,"California","Sacramento",29,1,1552058,0.00001868,0.00000064
2020-03-16,5,"California","Sacramento",33,2,1552058,0.00002126,0.00000129
2020-03-17,6,"California","Sacramento",40,2,1552058,0.00002577,0.00000129
2020-03-18,7,"California","Sacramento",40,2,1552058,0.00002577,0.00000129
2020-03-19,8,"California","Sacramento",45,3,1552058,0.00002899,0.00000193
2020-03-20,9,"California","Sacramento",53,3,1552058,0.00003415,0.00000193
2020-03-21,10,"California","Sacramento",53,3,1552058,0.00003415,0.00000193
2020-03-22,11,"California","Sacramento",53,3,1552058,0.00003415,0.00000193
2020-03-23,12,"California","Sacramento",88,4,1552058,0.0000567,0.00000258
2020-03-24,13,"California","Sacramento",88,4,1552058,0.0000567,0.00000258
2020-03-25,14,"California","Sacramento",113,5,1552058,0.00007281,0.00000322
2020-03-26,15,"California","Sacramento",113,5,1552058,0.00007281,0.00000322
2020-03-27,16,"California","Sacramento",164,6,1552058,0.00010567,0.00000387
2020-03-28,17,"California","Sacramento",164,6,1552058,0.00010567,0.00000387
2020-03-29,18,"California","Sacramento",164,6,1552058,0.00010567,0.00000387
2020-03-30,19,"California","Sacramento",224,7,1552058,0.00014432,0.00000451
2020-03-31,20,"California","Sacramento",224,7,1552058,0.00014432,0.00000451
2020-04-01,21,"California","Sacramento",224,7,1552058,0.00014432,0.00000451
2020-04-02,22,"California","Sacramento",314,9,1552058,0.00020231,0.0000058
2020-04-03,23,"California","Sacramento",390,10,1552058,0.00025128,0.00000644
2020-03-20,0,"California","San Benito",5,1,62808,0.00007961,0.00001592
2020-03-21,1,"California","San Benito",5,1,62808,0.00007961,0.00001592
2020-03-22,2,"California","San Benito",5,1,62808,0.00007961,0.00001592
2020-03-23,3,"California","San Benito",6,1,62808,0.00009553,0.00001592
2020-03-24,4,"California","San Benito",6,1,62808,0.00009553,0.00001592
2020-03-25,5,"California","San Benito",7,1,62808,0.00011145,0.00001592
2020-03-26,6,"California","San Benito",9,1,62808,0.00014329,0.00001592
2020-03-27,7,"California","San Benito",13,1,62808,0.00020698,0.00001592
2020-03-28,8,"California","San Benito",14,1,62808,0.0002229,0.00001592
2020-03-29,9,"California","San Benito",14,1,62808,0.0002229,0.00001592
2020-03-30,10,"California","San Benito",14,1,62808,0.0002229,0.00001592
2020-03-31,11,"California","San Benito",17,1,62808,0.00027067,0.00001592
2020-04-01,12,"California","San Benito",21,1,62808,0.00033435,0.00001592
2020-04-02,13,"California","San Benito",23,1,62808,0.0003662,0.00001592
2020-04-03,14,"California","San Benito",23,1,62808,0.0003662,0.00001592
2020-03-25,0,"California","San Bernardino",38,1,2180085,0.00001743,0.00000046
2020-03-26,1,"California","San Bernardino",54,2,2180085,0.00002477,0.00000092
2020-03-27,2,"California","San Bernardino",54,3,2180085,0.00002477,0.00000138
2020-03-28,3,"California","San Bernardino",76,3,2180085,0.00003486,0.00000138
2020-03-29,4,"California","San Bernardino",76,3,2180085,0.00003486,0.00000138
2020-03-30,5,"California","San Bernardino",111,3,2180085,0.00005092,0.00000138
2020-03-31,6,"California","San Bernardino",125,4,2180085,0.00005734,0.00000183
2020-04-01,7,"California","San Bernardino",183,6,2180085,0.00008394,0.00000275
2020-04-02,8,"California","San Bernardino",254,6,2180085,0.00011651,0.00000275
2020-04-03,9,"California","San Bernardino",304,8,2180085,0.00013944,0.00000367
2020-03-23,0,"California","San Diego",201,1,3338330,0.00006021,0.0000003
2020-03-24,1,"California","San Diego",226,1,3338330,0.0000677,0.0000003
2020-03-25,2,"California","San Diego",238,2,3338330,0.00007129,0.0000006
2020-03-26,3,"California","San Diego",293,3,3338330,0.00008777,0.0000009
